,Symbol,Name,Industry,IndustryCode
1159,BLFS,BioLife Solutions Inc,헬스케어 장비 및 용품,561010
1160,MATW,Matthews International Corp Class A,미디어 및 출판,533020
1161,SCSC,Scansource Inc,"컴퓨터, 전화 및 가전제품",571060
1162,GOOD,Gladstone Commercial Corp,주택 및 상업용 리츠,601020
1163,GET,Getnet Adquirencia e Servicos para Meios de Pagamento SA ADR,전문 및 상업 서비스,522030
1164,ROVR,Rover Group Inc Class A,"개인, 가정 용품 및 서비스",542010
1165,HWKN,Hawkins Inc,화학,511010
1166,UFCS,United Fire Group Inc,보험,553010
1167,ZEAL,Zealand Pharma A/S ADR,생명과학 및 메디컬 리서치,562020
1168,DCGO,DocGo Inc,헬스케어 업체 및 서비스,561020
1169,ARHS,Arhaus Inc Class A,가정용품,532040
1170,SP,SP Plus Corp,운송 인프라,524070
1171,AVXL,Anavex Life Sciences Corp,생명과학 및 메디컬 리서치,562020
1172,VEON,VEON Ltd ADR,통신 서비스,574010
1173,ATEC,Alphatec Holdings Inc,헬스케어 장비 및 용품,561010
1174,HA,Hawaiian Holdings Inc,운송업,524060
1175,WKME,Walkme Ltd,소프트웨어 및 IT서비스,572010
1176,CDZIP,Cadiz Depositary Shares,수도 유틸리티,591030
1177,AINV,Apollo Investment Corp,투자은행 및 서비스,551020
1178,PAX,Patria Investments Ltd Class A,투자은행 및 서비스,551020
1179,PAHC,Phibro Animal Health Corp Class A,제약,562010
1180,RTLPO,Necessity Retail REIT 7 375 Cumulative Redeemable Prf Shs Series C,주택 및 상업용 리츠,601020
1181,PTSI,PAM Transportation Services Inc,화물 및 물류 서비스,524050
1182,SLRC,SLR Investment Corp,다양한 금융서비스,555010
1183,CLAR,Clarus Corp,레저 상품,532050
1184,NRIX,Nurix Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1185,HAFC,Hanmi Financial Corp,은행,551010
1186,SAVA,Cassava Sciences Inc,생명과학 및 메디컬 리서치,562020
1187,CHRS,Coherus BioSciences Inc,생명과학 및 메디컬 리서치,562020
1188,KC,Kingsoft Cloud Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
1189,SOUN,SoundHound AI Inc Class A,소프트웨어 및 IT서비스,572010
1190,CTBI,Community Trust Bancorp Inc,은행,551010
1191,WETF,Wisdom Tree Investments Inc,투자은행 및 서비스,551020
1192,CSTL,Castle Biosciences Inc,헬스케어 장비 및 용품,561010
1193,WINA,Winmark Corp,전문품 상점,534030
1194,LQDT,Liquidity Services Inc,소프트웨어 및 IT서비스,572010
1195,ETAC,E.Merge Technology Acquisition Corp Class A,기타 금융업,556010
1196,HHR,HeadHunter Group PLC ADR,전문 및 상업 서비스,522030
1197,FMBH,First Mid Bancshares Inc,은행,551010
1198,CTIC,CTI Biopharma Corp,생명과학 및 메디컬 리서치,562020
1199,HSTM,HealthStream Inc,소프트웨어 및 IT서비스,572010
1200,TCPC,BlackRock TCP Capital Corp,투자은행 및 서비스,551020
1201,STRL,Sterling Infrastructure Inc,건설 및 엔지니어링,522010
1202,KELYA,Kelly Services Inc Class A,전문 및 상업 서비스,522030
1203,MOR,MorphoSys AG ADR,생명과학 및 메디컬 리서치,562020
1204,NKTR,Nektar Therapeutics,제약,562010
1205,GSBC,Great Southern Bancorp Inc,은행,551010
1206,CBTX,CBTX Inc,은행,551010
1207,TRMR,Tremor International Ltd ADR,미디어 및 출판,533020
1208,KROS,Keros Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1209,TNT,Peak Fintech Group Inc,핀테크,573010
1210,CONXU,CONX Units,기타 금융업,556010
1211,BTWN,Bridgetown Holdings Ltd Class A,기타 금융업,556010
1212,RLMD,Relmada Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1213,HIII,Hudson Executive Investment Corp III Class A,기타 금융업,556010
1214,DRTS,Alpha Tau Medical Ltd,기타 금융업,556010
1215,MASS,908 Devices Inc.,헬스케어 장비 및 용품,561010
1216,VTYX,Ventyx Biosciences Inc,생명과학 및 메디컬 리서치,562020
1217,RGP,Resources Connection Inc,전문 및 상업 서비스,522030
1218,GERN,Geron Corp,생명과학 및 메디컬 리서치,562020
1219,NTGR,NETGEAR Inc,커뮤니케이션 및 네트워킹,571020
1220,FFIE,Faraday Future Intelligent Electric Inc,자동차 및 자동차 부품,531010
1221,UVSP,Univest Financial Corp,은행,551010
1222,CVGW,Calavo Growers Inc,식품 및 담배,541020
1223,SCRMU,Screaming Eagle Acquisition Units,기타 금융업,556010
1224,CRAI,CRA International Inc,전문 및 상업 서비스,522030
1225,NWLI,National Western Life Group Inc Class A,보험,553010
1226,ATNI,ATN International Inc,통신 서비스,574010
1227,ORGO,Organogenesis Holdings Inc Class A,제약,562010
1228,VNET,VNET Group Inc ADR,소프트웨어 및 IT서비스,572010
1229,CENX,Century Aluminum Co,메탈&마이닝,512010
1230,AMRK,A-Mark Precious Metals Inc,메탈&마이닝,512010
1231,NFBK,Northfield Bancorp Inc,은행,551010
1232,ACCD,Accolade Inc,헬스케어 업체 및 서비스,561020
1233,IMAB,I-Mab ADR,제약,562010
1234,TIL,Instil Bio Inc,생명과학 및 메디컬 리서치,562020
1235,IMTX,Immatics NV,생명과학 및 메디컬 리서치,562020
1236,RYTM,Rhythm Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1237,BIRD,Allbirds Inc Class A,섬유 및 의류,532020
1238,EGLE,Eagle Bulk Shipping Inc,화물 및 물류 서비스,524050
1239,TWOU,2U Inc,소프트웨어 및 IT서비스,572010
1240,AMAL,Amalgamated Bank,은행,551010
1241,CGBD,Carlyle Secured Lending Inc,은행,551010
1242,SCOA,Scion Tech Growth I Class A,기타 금융업,556010
1243,CAN,Canaan Inc ADR,"컴퓨터, 전화 및 가전제품",571060
1244,PRTC,PureTech Health PLC ADR,생명과학 및 메디컬 리서치,562020
1245,HONE,HarborOne Bancorp Inc,은행,551010
1246,LMACA,Liberty Media Acquisition Corp Series A,기타 금융업,556010
1247,AUDC,AudioCodes Ltd,소프트웨어 및 IT서비스,572010
1248,LGAC,Lazard Growth Acquisition Corp I,기타 금융업,556010
1249,YMAB,Y-mAbs Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1250,MSDA,MSD Acquisition Corp Class A,기타 금융업,556010
1251,BASE,Couchbase Inc,소프트웨어 및 IT서비스,572010
1252,SLAM,Slam Corp Class A,기타 금융업,556010
1253,TA,Travelcenters of America Inc,오일 및 가스,501020
1254,HTBK,Heritage Commerce Corp,은행,551010
1255,MIRM,Mirum Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1256,BRY,Berry Corporation (Bry),오일 및 가스,501020
1257,TBPH,Theravance Biopharma Inc,제약,562010
1258,GSUN,Golden Sun Education Group Ltd Class A,교육서비스,631010
1259,IGMS,IGM Biosciences Inc,생명과학 및 메디컬 리서치,562020
1260,AMSWA,American Software Inc Class A,소프트웨어 및 IT서비스,572010
1261,EBIX,Ebix Inc,소프트웨어 및 IT서비스,572010
1262,AGEN,Agenus Inc,생명과학 및 메디컬 리서치,562020
1263,WRLD,World Acceptance Corp,은행,551010
1264,QRTEP,Qurate Retail 8 0 Cumulative Redeemable Pref Shs,다양한 소매업,534020
1265,KNSA,Kiniksa Pharmaceuticals Ltd Class A,생명과학 및 메디컬 리서치,562020
1266,IEA,Infrastructure and Energy Alternatives Inc,건설 및 엔지니어링,522010
1267,ACET,Adicet Bio Inc,생명과학 및 메디컬 리서치,562020
1268,NNOX,Nano-X Imaging Ltd,헬스케어 장비 및 용품,561010
1269,COCO,Vita Coco Company Inc,음료,541010
1270,NUVL,Nuvalent Inc Class A,생명과학 및 메디컬 리서치,562020
1271,LUNG,Pulmonx Corp,헬스케어 장비 및 용품,561010
1272,FEAM,5E Advanced Materials Inc,메탈&마이닝,512010
1273,INBX,Inhibrx Inc,생명과학 및 메디컬 리서치,562020
1274,HCKT,Hackett Group Inc,전문 및 상업 서비스,522030
1275,CFB,CrossFirst Bankshares Inc,은행,551010
1276,AVIR,Atea Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1277,BCYC,Bicycle Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
1278,MOND,Mondee Holdings Inc Class A,소프트웨어 및 IT서비스,572010
1279,JOUT,Johnson Outdoors Inc Class A,레저 상품,532050
1280,SFIX,Stitch Fix Inc Class A,소프트웨어 및 IT서비스,572010
1281,INGN,Inogen Inc,헬스케어 장비 및 용품,561010
1282,PNT,POINT Biopharma Global Inc,생명과학 및 메디컬 리서치,562020
1283,IESC,IES Holdings Inc,건설 및 엔지니어링,522010
1284,HMST,HomeStreet Inc,은행,551010
1285,GSEV,Gores Holdings VII Inc Class A,기타 금융업,556010
1286,CMPS,Compass Pathways PLC ADR,생명과학 및 메디컬 리서치,562020
1287,SMFR,Sema4 Holdings Corp Class A,헬스케어 장비 및 용품,561010
1288,UFPT,UFP Technologies Inc,헬스케어 장비 및 용품,561010
1289,PMVP,PMV Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1290,BVS,Bioventus Inc Class A,헬스케어 장비 및 용품,561010
1291,BIOX,Bioceres Crop Solutions Corp,화학,511010
1292,RUSHB,Rush Enterprises Inc Class B,전문품 상점,534030
1293,FLWS,1-800-Flowers.Com Inc Class A,전문품 상점,534030
1294,KVSC,Khosla Ventures Acquisition III Co Class A,기타 금융업,556010
1295,LBC,Luther Burbank Corp,은행,551010
1296,GLDD,Great Lakes Dredge & Dock Corp,건설 및 엔지니어링,522010
1297,FFIC,Flushing Financial Corp,은행,551010
1298,TITN,Titan Machinery Inc,"건설장비 및 대형차, 기차, 배",521020
1299,CAC,Camden National Corp,은행,551010
1300,CRMT,America's CAR-MART Inc,전문품 상점,534030
1301,SGMO,Sangamo Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1302,SWBI,Smith & Wesson Brands Inc,레저 상품,532050
1303,PWP,Perella Weinberg Partners Class A,투자은행 및 서비스,551020
1304,SVA,Sinovac Biotech Ltd,제약,562010
1305,IPSC,Century Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1306,SVFA,SVF Investment Corp Class A,기타 금융업,556010
1307,NESR,National Energy Services Reunited Corp,오일 및 가스 장비 및 서비스,501030
1308,CSII,Cardiovascular Systems Inc,헬스케어 장비 및 용품,561010
1309,TPIC,TPI Composites Inc,재생에너지,502010
1310,TRST,TrustCo Bank Corp N Y,은행,551010
1311,DICE,Dice Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1312,INVZ,Innoviz Technologies Ltd,반도체 및 반도체 장비,571010
1313,PHVS,Pharvaris NV,생명과학 및 메디컬 리서치,562020
1314,CMLT,CM Life Sciences III Inc Class A,기타 금융업,556010
1315,HIFS,Hingham Institution For Savings,은행,551010
1316,NVTS,Navitas Semiconductor Corp,반도체 및 반도체 장비,571010
1317,GHIX,Gores Holdings IX Inc Class A,기타 금융업,556010
1318,WKHS,Workhorse Group Inc,자동차 및 자동차 부품,531010
1319,CGEM,Cullinan Oncology Inc,생명과학 및 메디컬 리서치,562020
1320,NSTG,NanoString Technologies Inc,헬스케어 장비 및 용품,561010
1321,HIBB,Hibbett Inc,전문품 상점,534030
1322,CMAX,CareMax Inc Class A,헬스케어 업체 및 서비스,561020
1323,FHTX,Foghorn Therapeutics Inc.,생명과학 및 메디컬 리서치,562020
1324,CFIV,CF Acquisition IV Corp Class A,기타 금융업,556010
1325,ARQQ,Arqit Quantum Inc,소프트웨어 및 IT서비스,572010
1326,OSBC,Old Second Bancorp Inc,은행,551010
1327,WIFI,Boingo Wireless Inc,통신 서비스,574010
1328,FCUV,Focus Universal Inc,소프트웨어 및 IT서비스,572010
1329,PLRX,Pliant Therapeutics Inc,제약,562010
1330,SKYT,Skywater Technology Inc,반도체 및 반도체 장비,571010
1331,ILPT,Industrial Logistics Properties Trust,주택 및 상업용 리츠,601020
1332,INDT,Indus Realty Trust Inc,주택 및 상업용 리츠,601020
1333,NKTX,Nkarta Inc,생명과학 및 메디컬 리서치,562020
1334,TBLA,Taboola.com Ltd,소프트웨어 및 IT서비스,572010
1335,GEVO,Gevo Inc,재생에너지,502010
1336,BNGO,Bionano Genomics Inc,헬스케어 장비 및 용품,561010
1337,SWIM,Latham Group Inc,화학,511010
1338,SCVL,Shoe Carnival Inc,전문품 상점,534030
1339,ATAI,ATAI Life Sciences NV,생명과학 및 메디컬 리서치,562020
1340,BPYPM,Brookfield Property Preferred Pref Shs,은행,551010
1341,SOHU,Sohu.com Ltd ADR,소프트웨어 및 IT서비스,572010
1342,RUTH,Ruth's Hospitality Group Inc,호텔 및 엔터테인먼트,533010
1343,LCA,Landcadia Holdings IV Inc Class A,기타 금융업,556010
1344,ETACU,E Merge Technology Acquisition Units,기타 금융업,556010
1345,HSII,Heidrick & Struggles International Inc,전문 및 상업 서비스,522030
1346,CCD,Calamos Dynamic Convertible And Income Closed Fund,다양한 금융서비스,555010
1347,POWW,Ammo Inc,우주항공 및 국방,521010
1348,YORW,York Water Co,수도 유틸리티,591030
1349,RANI,Rani Therapeutics Holdings Inc Class A,생명과학 및 메디컬 리서치,562020
1350,BRLT,Brilliant Earth Group Inc Class A,전문품 상점,534030
1351,AMRS,Amyris Inc,화학,511010
1352,DXPE,DXP Enterprises Inc,"건설장비 및 대형차, 기차, 배",521020
1353,CHSCO,CHS Cumulative Redeemable Pref Shs Class B,식품 및 담배,541020
1354,EOLS,Evolus Inc,제약,562010
1355,PLCE,Children's Place Inc,전문품 상점,534030
1356,PGC,Peapack-Gladstone Financial Corp,은행,551010
1357,COLL,Collegium Pharmaceutical Inc,제약,562010
1358,RMNI,Rimini Street Inc,소프트웨어 및 IT서비스,572010
1359,OSW,Onespaworld Holdings Ltd,호텔 및 엔터테인먼트,533010
1360,ATLC,Atlanticus Holdings Corp,은행,551010
1361,SVFAU,SVF Investment Units,기타 금융업,556010
1362,INAQ,Insu Acquisition Corp II Class A,기타 금융업,556010
1363,BTWNU,Bridgetown Hldg Units,기타 금융업,556010
1364,RMGC,RMG Acquisition Corp III Class A,기타 금융업,556010
1365,BBSI,Barrett Business Services Inc,전문 및 상업 서비스,522030
1366,FARO,FARO Technologies Inc,전자 장비 및 부품,571040
1367,BZUN,Baozun Inc ADR,소프트웨어 및 IT서비스,572010
1368,FBMS,First Bancshares Inc (Mississippi),은행,551010
1369,STOK,Stoke Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1370,API,Agora Inc ADR,소프트웨어 및 IT서비스,572010
1371,HIIIU,Hudson Executive Investment III Unit,기타 금융업,556010
1372,ISPO,Inspirato Inc Class A,호텔 및 엔터테인먼트,533010
1373,INNV,InnovAge Holding Corp,헬스케어 업체 및 서비스,561020
1374,VNDA,Vanda Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1375,QTRX,Quanterix Corp,헬스케어 장비 및 용품,561010
1376,KZR,Kezar Life Sciences Inc,생명과학 및 메디컬 리서치,562020
1377,SNDL,SNDL Inc,제약,562010
1378,USLM,United States Lime & Minerals Inc,건축 자재,512020
1379,DENN,Denny's Corp,호텔 및 엔터테인먼트,533010
1380,OPRA,Opera Ltd ADR,소프트웨어 및 IT서비스,572010
1381,DHIL,Diamond Hill Investment Group Inc Class A,투자은행 및 서비스,551020
1382,TSAT,Telesat Corp Class A,통신 서비스,574010
1383,MSBI,Midland States Bancorp Inc,은행,551010
1384,BFC,Bank First Corp,은행,551010
1385,CATC,Cambridge Bancorp,은행,551010
1386,MXCT,MaxCyte Inc,헬스케어 장비 및 용품,561010
1387,ANIP,ANI Pharmaceuticals Inc,제약,562010
1388,GHRS,GH Research PLC,생명과학 및 메디컬 리서치,562020
1389,NRDS,NerdWallet Inc Class A,소프트웨어 및 IT서비스,572010
1390,IDYA,IDEAYA Biosciences Inc,생명과학 및 메디컬 리서치,562020
1391,LMACU,Liberty Media Acquisition Units,기타 금융업,556010
1392,DYN,Dyne Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1393,ANAB,AnaptysBio Inc,생명과학 및 메디컬 리서치,562020
1394,SCOAU,ScION Tech Growth I Units,기타 금융업,556010
1395,LGACU,Lazard Growth Acquisition Units,기타 금융업,556010
1396,TCDA,Tricida Inc,생명과학 및 메디컬 리서치,562020
1397,MSDAU,MSD Acquisition Units,기타 금융업,556010
1398,SLAMU,Slam Units,기타 금융업,556010
1399,BOWX,BowX Acquisition Corp Class A,기타 금융업,556010
1400,TIGR,UP Fintech Holding Ltd ADR Class A,투자은행 및 서비스,551020
1401,OCGN,Ocugen Inc,생명과학 및 메디컬 리서치,562020
1402,GTPB,Gores Technology Partners II Inc Class A,기타 금융업,556010
1403,TSVT,2Seventy Bio Inc,생명과학 및 메디컬 리서치,562020
1404,CCBG,Capital City Bank Group Inc,은행,551010
1405,CENT,Central Garden & Pet Co,식품 및 담배,541020
1406,CHSCL,CHS Cumulative Redeemable Pref Shs Series 4 Class B,식품 및 담배,541020
1407,TRIN,Trinity Capital Inc,투자은행 및 서비스,551020
1408,AVTE,Aerovate Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1409,ONEW,OneWater Marine Inc Class A,레저 상품,532050
1410,MBWM,Mercantile Bank Corp,은행,551010
1411,QNST,Quinstreet Inc,소프트웨어 및 IT서비스,572010
1412,SEER,Seer Inc Class A,사무기기,571050
1413,TLS,Telos Corp,소프트웨어 및 IT서비스,572010
1414,VUZI,Vuzix Corp,전자 장비 및 부품,571040
1415,THFF,First Financial Corp,은행,551010
1416,SBNYP,SIGNATURE 40 DEPOSITARY SHS REPSTG PERP PFD Series A,은행,551010
1417,ZING,Ftac Zeus Acquisition Corp Class A,기타 금융업,556010
1418,VAQC,Vector Acquisition II Corp Class A,기타 금융업,556010
1419,RAPT,Rapt Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1420,RTLR,Rattler Midstream Partners Units,오일 및 가스 장비 및 서비스,501030
1421,LASR,nLIGHT Inc,반도체 및 반도체 장비,571010
1422,CSWC,Capital Southwest Corp,투자은행 및 서비스,551020
1423,TREE,Lendingtree Inc,은행,551010
1424,TRVG,Trivago NV ADR,소프트웨어 및 IT서비스,572010
1425,HAAC,Health Assurance Acquisition Corp Class A,기타 금융업,556010
1426,RICK,RCI Hospitality Holdings Inc,호텔 및 엔터테인먼트,533010
1427,GSEVU,Gores Holdings VII Units,기타 금융업,556010
1428,CALT,Calliditas Therapeutics AB ADR,제약,562010
1429,AKYA,Akoya Biosciences Inc,헬스케어 장비 및 용품,561010
1430,BJRI,BJ's Restaurants Inc,호텔 및 엔터테인먼트,533010
1431,REVHU,Revolution Healthcare Acquisition Units,기타 금융업,556010
1432,VRAY,ViewRay Inc,헬스케어 장비 및 용품,561010
1433,FRPH,FRP Holdings Inc,기타 금융업,556010
1434,CRGE,Charge Enterprises Inc,통신 서비스,574010
1435,ACQR,Independence Holdings Corp Class A,기타 금융업,556010
1436,BGRY,Berkshire Grey Inc Class A,"건설장비 및 대형차, 기차, 배",521020
1437,PACWP,PacWest Bancorp DRC Series A,은행,551010
1438,AROW,Arrow Financial Corp,은행,551010
1439,ALT,Altimmune Inc,생명과학 및 메디컬 리서치,562020
1440,KE,Kimball Electronics Inc,반도체 및 반도체 장비,571010
1441,BFST,Business First Bancshares Inc,은행,551010
1442,RIDE,Lordstown Motors Corp Class A,자동차 및 자동차 부품,531010
1443,ITRN,Ituran Location and Control Ltd,커뮤니케이션 및 네트워킹,571020
1444,HBT,HBT Financial Inc,은행,551010
1445,RWAY,Runway Growth Finance Corp,은행,551010
1446,TTCF,Tattooed Chef Inc Class A,식품 및 담배,541020
1447,AMRN,Amarin Corporation PLC ADR,생명과학 및 메디컬 리서치,562020
1448,DGNU,Dragoneer Growth Opportunities III Corp Class A,기타 금융업,556010
1449,DCRC,Decarbonization Plus Acquisition Corporation III Class A,기타 금융업,556010
1450,SHCR,Sharecare Inc Class A,소프트웨어 및 IT서비스,572010
1451,CMLTU,CM Life Sciences III Units,기타 금융업,556010
1452,CHSCM,CHS Reset Rate Cumulative Redeemable Pref Shs Series 3 Class B,식품 및 담배,541020
1453,BHFAN,Brighthouse Financial 1000 DS Repstg Non Cum Pfd Ser C,보험,553010
1454,EGRX,Eagle Pharmaceuticals Inc,제약,562010
1455,FCBC,First Community Bankshares Inc,은행,551010
1456,ANZU,Anzu Special Acquisition Corp I Class A,기타 금융업,556010
1457,BMRC,Bank of Marin Bancorp,은행,551010
1458,HAACU,Health Assurance Acquisition Units,기타 금융업,556010
1459,HMPT,Home Point Capital Inc,은행,551010
1460,GHIXU,Gores Holdings IX Units,기타 금융업,556010
1461,TBCP,Thunder Bridge Capital Partners III Inc Class A,기타 금융업,556010
1462,MCBS,Metrocity Bankshares Inc,은행,551010
1463,RADA,Rada Electronic Industries Ltd,커뮤니케이션 및 네트워킹,571020
1464,CCB,Coastal Financial Corp (EVERETT),은행,551010
1465,PTGX,Protagonist Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1466,ZUMZ,Zumiez Inc,전문품 상점,534030
1467,CDLX,Cardlytics Inc,미디어 및 출판,533020
1468,VSEC,VSE Corp,우주항공 및 국방,521010
1469,OFIX,Orthofix Medical Inc,헬스케어 장비 및 용품,561010
1470,ALVR,Allovir Inc,생명과학 및 메디컬 리서치,562020
1471,CCAP,Crescent Capital BDC Inc,다양한 금융서비스,555010
1472,IIVIP,II VI Mandatory Conv Pref Shs Series A,전자 장비 및 부품,571040
1473,FINM,Marlin Technology Corp Class A,기타 금융업,556010
1474,TRNS,Transcat Inc,전문 및 상업 서비스,522030
1475,HLTH,Cue Health Inc,소프트웨어 및 IT서비스,572010
1476,SNRH,Senior Connect Acquisition Corp I Class A,기타 금융업,556010
1477,NA,Nano Labs Ltd ADR,반도체 및 반도체 장비,571010
1478,JOFF,JOFF Fintech Acquisition Corp Class A,기타 금융업,556010
1479,WW,WW International Inc,"개인, 가정 용품 및 서비스",542010
1480,METC,Ramaco Resources Inc,메탈&마이닝,512010
1481,MYPS,Playstudios Inc Class A,소프트웨어 및 IT서비스,572010
1482,MCRB,Seres Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1483,OHPA,Orion Acquisition Corp Class A,기타 금융업,556010
1484,MAAC,Montes Archimedes Acquisition Corp Class A,기타 금융업,556010
1485,ZIMV,ZimVie Inc,헬스케어 장비 및 용품,561010
1486,CTAQ,Carney Technology Acquisition Corp. II Class A,기타 금융업,556010
1487,NEWT,Newtek Business Services Corp,은행,551010
1488,AGNCP,Agnc Invt 1000 Dep Shs Repstg Cum Red Prf Series F,주택 및 상업용 리츠,601020
1489,EPHY,Epiphany Technology Acquisition Corp Class A,기타 금융업,556010
1490,MAPS,WM Technology Inc Class A,소프트웨어 및 IT서비스,572010
1491,CFIVU,CF Acquisition IV Units,기타 금융업,556010
1492,FTCI,FTC Solar Inc,"건설장비 및 대형차, 기차, 배",521020
1493,PETQ,PetIQ Inc Class A,제약,562010
1494,TCVA,TCV Acquisition Corp Class A,기타 금융업,556010
1495,EQBK,Equity Bancshares Inc Class A,은행,551010
1496,HOL,Holicity Inc,기타 금융업,556010
1497,SMBC,Southern Missouri Bancorp Inc,은행,551010
1498,RBBN,Ribbon Communications Inc,커뮤니케이션 및 네트워킹,571020
1499,RPTX,Repare Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1500,PACX,Pioneer Merger Corp Class A,기타 금융업,556010
1501,CPSI,Computer Programs and Systems Inc,헬스케어 장비 및 용품,561010
1502,HAYN,Haynes International Inc,메탈&마이닝,512010
1503,COOL,Corner Growth Acquisition Corp Class A,기타 금융업,556010
1504,PUYI,Puyi Inc ADR,투자은행 및 서비스,551020
1505,DDI,DoubleDown Interactive Co Ltd ADR,호텔 및 엔터테인먼트,533010
1506,TCX,Tucows Inc,소프트웨어 및 IT서비스,572010
1507,SIBN,SI-BONE Inc,헬스케어 장비 및 용품,561010
1508,PHAR,Pharming Group NV ADR,제약,562010
1509,CASS,Cass Information Systems Inc,전문 및 상업 서비스,522030
1510,LCAHU,Landcadia Holdings IV Units,기타 금융업,556010
1511,INAQU,Insu Acquisition Corp II,기타 금융업,556010
1512,STRC,Sarcos Technology and Robotics Corp,"건설장비 및 대형차, 기차, 배",521020
1513,IMGO,Imago BioSciences Inc,생명과학 및 메디컬 리서치,562020
1514,CVLG,Covenant Logistics Group Inc Class A,화물 및 물류 서비스,524050
1515,JANX,Janux Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1516,CDXS,Codexis Inc,생명과학 및 메디컬 리서치,562020
1517,CCCC,C4 Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1518,ACQRU,Independence Holdings Units,기타 금융업,556010
1519,GAIN,Gladstone Investment Corp,다양한 금융서비스,555010
1520,MOFG,Midwestone Financial Group Inc (IOWA),은행,551010
1521,CRBU,Caribou Biosciences Inc,생명과학 및 메디컬 리서치,562020
1522,LOVE,Lovesac Co,가정용품,532040
1523,CMBM,Cambium Networks Corp,커뮤니케이션 및 네트워킹,571020
1524,MITK,Mitek Systems Inc,소프트웨어 및 IT서비스,572010
1525,TOI,Oncology Institute Inc,헬스케어 업체 및 서비스,561020
1526,VITL,Vital Farms Inc,식품 및 약품소매,543010
1527,LGST,Semper Paratus Acquisition Corp Class A,기타 금융업,556010
1528,MRSN,Mersana Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1529,TBLD,Thornburg Income Builder Opportunities Trust,다양한 금융서비스,555010
1530,IRMD,IRadimed Corp,헬스케어 장비 및 용품,561010
1531,SRDX,Surmodics Inc,헬스케어 장비 및 용품,561010
1532,FITBI,Fifth Third Bancorp Depositary Shares Representing 1/1000th Perp Pref Shs,은행,551010
1533,VIEW,View Inc Class A,주택건설,532030
1534,RDUS,Radius Health Inc,생명과학 및 메디컬 리서치,562020
1535,NIU,NIU Technologies ADR,자동차 및 자동차 부품,531010
1536,FMNB,Farmers National Banc Corp,은행,551010
1537,LXRX,Lexicon Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1538,ROLLP,RBC BEARINGS Pref Shs,"건설장비 및 대형차, 기차, 배",521020
1539,RMGCU,Rmg Acquisition Iii Units,기타 금융업,556010
1540,NOTV,Inotiv Inc,생명과학 및 메디컬 리서치,562020
1541,VXRT,Vaxart Inc,생명과학 및 메디컬 리서치,562020
1542,AMYT,Amryt Pharma PLC ADR,제약,562010
1543,BWB,Bridgewater Bancshares Inc,은행,551010
1544,SDC,SmileDirectClub Inc Class A,헬스케어 장비 및 용품,561010
1545,ABST,Absolute Software Corp,소프트웨어 및 IT서비스,572010
1546,TETC,Tech & Energy Transition Corp Class A,기타 금융업,556010
1547,INO,Inovio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1548,EZPW,EZCORP Inc Class A,은행,551010
1549,VTRU,Vitru Ltd,학교,631020
1550,NAAC,North Atlantic Acquisition Corp Class A,기타 금융업,556010
1551,BOWXU,BowX Acquisition Units,기타 금융업,556010
1552,DCRCU,Decarbonization Plus Acquisition III Units,기타 금융업,556010
1553,RGTI,Rigetti Computing Inc,반도체 및 반도체 장비,571010
1554,CARA,Cara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1555,PRTS,Carparts.Com Inc,전문품 상점,534030
1556,REVH,Revolution Healthcare Acquisition Corp Class A,기타 금융업,556010
1557,IMVT,Immunovant Inc,생명과학 및 메디컬 리서치,562020
1558,CMPO,CompoSecure Inc Class A,전문 및 상업 서비스,522030
1559,BBBY,Bed Bath & Beyond Inc,전문품 상점,534030
1560,MSON,Misonix Inc,헬스케어 장비 및 용품,561010
1561,CSTR,CapStar Financial Holdings Inc,은행,551010
1562,FDUS,Fidus Investment Corp,다양한 금융서비스,555010
1563,SPFI,South Plains Financial Inc,은행,551010
1564,MPB,Mid Penn Bancorp Inc,은행,551010
1565,GIG,GigCapital4 Inc,기타 금융업,556010
